month,year,quakes_minor,quakes_moderate,quakes_severe,county
1,2010,1,0,0,alameda
1,2014,1,0,0,alameda
1,2018,0,0,1,alameda
1,2019,0,2,0,alameda
1,2020,1,0,0,alameda
2,2011,1,0,0,alameda
2,2013,2,0,0,alameda
2,2015,1,0,0,alameda
3,2014,1,0,0,alameda
3,2015,0,0,0,alameda
3,2016,1,0,0,alameda
3,2017,1,0,0,alameda
3,2018,1,0,0,alameda
3,2019,1,0,0,alameda
4,2012,1,0,0,alameda
4,2016,1,0,0,alameda
4,2019,2,0,0,alameda
5,2010,1,2,0,alameda
5,2014,1,0,0,alameda
5,2016,1,0,0,alameda
5,2017,2,0,0,alameda
5,2018,0,1,0,alameda
6,2013,1,0,0,alameda
6,2014,2,0,0,alameda
6,2019,1,0,0,alameda
6,2020,1,0,0,alameda
7,2010,1,0,0,alameda
7,2011,0,1,0,alameda
7,2012,1,0,0,alameda
7,2015,2,1,0,alameda
7,2018,1,0,0,alameda
8,2011,1,2,0,alameda
8,2014,1,0,0,alameda
8,2015,2,0,0,alameda
8,2017,1,0,0,alameda
8,2020,1,1,0,alameda
9,2011,0,1,0,alameda
9,2012,1,0,0,alameda
9,2013,2,0,0,alameda
9,2014,1,0,0,alameda
9,2016,0,1,0,alameda
9,2018,1,0,0,alameda
10,2011,1,3,0,alameda
10,2014,1,0,0,alameda
10,2017,1,0,0,alameda
11,2011,1,1,0,alameda
11,2012,1,0,0,alameda
11,2017,2,0,0,alameda
11,2018,3,0,0,alameda
12,2010,1,0,0,alameda
12,2011,2,0,0,alameda
12,2012,1,0,0,alameda
12,2013,1,0,0,alameda
12,2017,1,0,0,alameda
12,2018,1,0,0,alameda
12,2019,1,0,0,alameda
1,2011,0,1,0,amador
1,2013,2,2,0,amador
2,2013,1,0,0,amador
2,2018,1,0,0,amador
2,2019,2,0,0,amador
3,2013,1,0,0,amador
4,2013,0,1,0,amador
4,2018,1,0,0,amador
5,2013,2,1,0,amador
6,2018,1,0,0,amador
7,2016,1,0,0,amador
8,2011,1,0,0,amador
11,2010,5,3,0,amador
4,2010,2,0,0,butte
8,2014,1,0,0,butte
11,2010,0,1,0,butte
2,2010,1,0,0,calaveras
3,2010,1,0,0,calaveras
3,2016,1,0,0,calaveras
3,2019,1,0,0,calaveras
4,2013,1,0,0,calaveras
4,2016,1,0,0,calaveras
4,2020,1,0,0,calaveras
5,2011,1,0,0,calaveras
5,2013,1,0,0,calaveras
5,2020,1,0,0,calaveras
6,2013,2,0,0,calaveras
6,2018,1,0,0,calaveras
7,2020,3,0,0,calaveras
9,2013,1,0,0,calaveras
10,2012,1,0,0,calaveras
10,2015,0,1,0,calaveras
11,2010,1,0,0,calaveras
11,2012,1,0,0,calaveras
11,2019,2,0,0,calaveras
12,2015,1,0,0,calaveras
12,2019,1,0,0,calaveras
1,2015,1,0,0,colusa
5,2018,1,0,0,colusa
8,2012,2,0,0,colusa
1,2011,4,0,0,contra costa
1,2016,1,0,0,contra costa
1,2017,1,0,0,contra costa
1,2020,1,0,0,contra costa
2,2011,1,0,0,contra costa
2,2012,1,0,0,contra costa
2,2013,1,0,0,contra costa
2,2016,1,0,0,contra costa
2,2018,10,3,0,contra costa
3,2012,0,2,0,contra costa
3,2016,1,0,0,contra costa
3,2018,3,0,0,contra costa
3,2019,1,0,0,contra costa
4,2010,1,0,0,contra costa
4,2013,1,0,0,contra costa
4,2015,3,1,0,contra costa
4,2016,1,0,0,contra costa
4,2017,0,1,0,contra costa
4,2018,4,1,0,contra costa
4,2019,0,1,0,contra costa
4,2020,1,0,0,contra costa
5,2011,0,1,0,contra costa
5,2015,3,2,0,contra costa
5,2017,2,0,0,contra costa
5,2018,3,0,0,contra costa
6,2011,1,0,0,contra costa
6,2017,0,0,0,contra costa
6,2018,2,1,0,contra costa
7,2014,1,0,0,contra costa
7,2019,0,1,1,contra costa
7,2020,1,0,0,contra costa
8,2010,2,0,0,contra costa
8,2013,1,0,0,contra costa
8,2014,1,0,0,contra costa
8,2016,1,0,0,contra costa
8,2018,1,0,0,contra costa
8,2020,1,0,0,contra costa
9,2010,1,1,0,contra costa
9,2013,1,0,0,contra costa
9,2015,1,0,0,contra costa
9,2017,2,0,0,contra costa
9,2019,1,0,0,contra costa
10,2011,1,0,0,contra costa
10,2013,4,1,0,contra costa
10,2015,21,6,0,contra costa
10,2019,3,1,1,contra costa
11,2010,2,0,0,contra costa
11,2013,3,1,0,contra costa
11,2014,2,0,0,contra costa
11,2015,4,1,0,contra costa
11,2018,0,1,0,contra costa
12,2010,2,0,0,contra costa
12,2013,1,0,0,contra costa
12,2014,2,0,0,contra costa
12,2015,1,0,0,contra costa
12,2017,1,0,0,contra costa
12,2018,1,0,0,contra costa
3,2011,1,0,0,del norte
6,2010,1,0,0,del norte
7,2019,1,0,0,del norte
9,2016,0,1,0,del norte
10,2019,0,1,0,del norte
5,2010,1,0,0,el dorado
1,2012,2,0,0,fresno
1,2013,1,0,0,fresno
1,2014,1,0,0,fresno
1,2015,2,0,0,fresno
1,2016,1,0,0,fresno
1,2017,2,0,0,fresno
1,2018,3,2,0,fresno
1,2019,1,1,0,fresno
1,2020,1,0,0,fresno
2,2010,1,0,0,fresno
2,2011,1,0,0,fresno
2,2012,2,0,0,fresno
2,2013,2,0,0,fresno
2,2014,1,0,0,fresno
2,2016,3,0,0,fresno
2,2018,1,0,0,fresno
2,2019,1,0,0,fresno
2,2020,1,0,0,fresno
3,2010,1,0,0,fresno
3,2012,4,0,0,fresno
3,2014,1,0,0,fresno
3,2015,6,1,1,fresno
3,2016,4,0,0,fresno
3,2017,6,1,0,fresno
3,2018,1,0,0,fresno
3,2019,1,0,0,fresno
3,2020,3,1,0,fresno
4,2010,1,1,0,fresno
4,2011,1,0,0,fresno
4,2012,1,0,0,fresno
4,2014,1,0,0,fresno
4,2016,1,0,0,fresno
4,2017,1,0,0,fresno
4,2018,4,0,0,fresno
4,2020,1,0,0,fresno
5,2010,2,0,0,fresno
5,2011,1,0,0,fresno
5,2012,2,0,0,fresno
5,2013,0,1,0,fresno
5,2015,0,1,0,fresno
5,2016,1,0,0,fresno
5,2018,1,0,0,fresno
5,2019,0,1,0,fresno
5,2020,2,2,0,fresno
6,2011,1,1,0,fresno
6,2012,1,0,0,fresno
6,2013,1,0,0,fresno
6,2014,3,0,0,fresno
6,2015,0,1,0,fresno
6,2016,1,0,0,fresno
6,2017,1,1,0,fresno
6,2018,2,0,0,fresno
6,2019,2,0,0,fresno
6,2020,1,0,0,fresno
7,2010,3,0,0,fresno
7,2011,2,0,0,fresno
7,2014,2,0,0,fresno
7,2015,2,0,0,fresno
7,2016,2,0,0,fresno
7,2017,11,2,0,fresno
7,2019,3,0,0,fresno
8,2010,0,0,0,fresno
8,2011,3,0,0,fresno
8,2012,2,0,0,fresno
8,2015,0,0,0,fresno
8,2017,9,4,0,fresno
8,2019,4,0,0,fresno
8,2020,2,0,0,fresno
9,2010,1,0,0,fresno
9,2011,2,0,0,fresno
9,2012,1,1,0,fresno
9,2016,1,0,0,fresno
9,2017,2,0,0,fresno
9,2018,2,0,0,fresno
9,2019,1,1,0,fresno
10,2011,1,0,0,fresno
10,2012,1,0,0,fresno
10,2013,2,2,0,fresno
10,2014,11,1,0,fresno
10,2016,2,1,0,fresno
10,2017,6,0,0,fresno
10,2019,1,0,0,fresno
11,2011,1,0,0,fresno
11,2012,1,0,0,fresno
11,2013,1,0,0,fresno
11,2014,5,1,0,fresno
11,2015,1,0,0,fresno
11,2018,3,1,0,fresno
11,2019,4,0,0,fresno
12,2010,2,1,0,fresno
12,2011,2,0,0,fresno
12,2013,1,0,0,fresno
12,2014,2,1,0,fresno
12,2015,2,0,0,fresno
12,2017,2,0,0,fresno
12,2018,4,0,0,fresno
12,2019,1,0,0,fresno
3,2016,1,0,0,glenn
4,2013,1,0,0,glenn
5,2013,1,0,0,glenn
6,2018,1,0,0,glenn
7,2010,1,1,0,glenn
8,2010,2,0,0,glenn
10,2015,1,0,0,glenn
11,2013,1,0,0,glenn
12,2011,1,0,0,glenn
12,2014,2,0,0,glenn
1,2010,5,0,1,humboldt
1,2011,3,0,0,humboldt
1,2012,3,1,0,humboldt
1,2013,3,0,0,humboldt
1,2014,2,0,0,humboldt
1,2015,9,1,0,humboldt
1,2016,3,1,1,humboldt
1,2017,0,1,0,humboldt
1,2018,1,0,0,humboldt
1,2019,4,0,0,humboldt
1,2020,4,1,0,humboldt
2,2010,1,0,0,humboldt
2,2011,2,0,0,humboldt
2,2012,4,1,2,humboldt
2,2013,5,0,0,humboldt
2,2014,1,0,0,humboldt
2,2015,2,0,0,humboldt
2,2016,2,0,0,humboldt
2,2017,2,1,0,humboldt
2,2018,1,0,0,humboldt
2,2019,1,0,1,humboldt
2,2020,2,1,0,humboldt
3,2010,1,0,0,humboldt
3,2011,0,1,0,humboldt
3,2012,1,0,0,humboldt
3,2014,4,0,0,humboldt
3,2015,2,0,0,humboldt
3,2016,1,0,0,humboldt
3,2017,1,1,0,humboldt
3,2018,4,0,0,humboldt
3,2019,1,0,1,humboldt
3,2020,2,0,0,humboldt
4,2010,4,1,0,humboldt
4,2011,1,1,0,humboldt
4,2012,5,0,0,humboldt
4,2013,4,0,0,humboldt
4,2014,1,0,0,humboldt
4,2015,1,0,0,humboldt
4,2016,3,0,0,humboldt
4,2017,5,0,0,humboldt
4,2018,1,0,0,humboldt
4,2019,2,0,0,humboldt
5,2010,1,0,0,humboldt
5,2012,5,0,0,humboldt
5,2013,6,1,0,humboldt
5,2014,2,0,0,humboldt
5,2015,2,0,0,humboldt
5,2016,2,0,0,humboldt
5,2017,1,0,0,humboldt
5,2018,6,0,0,humboldt
5,2019,3,1,0,humboldt
5,2020,3,0,0,humboldt
6,2010,1,0,0,humboldt
6,2011,2,1,0,humboldt
6,2012,1,0,0,humboldt
6,2013,2,0,0,humboldt
6,2014,4,1,1,humboldt
6,2015,2,0,0,humboldt
6,2016,3,0,0,humboldt
6,2017,2,2,0,humboldt
6,2018,2,0,0,humboldt
6,2019,2,0,1,humboldt
6,2020,1,0,0,humboldt
7,2010,2,1,0,humboldt
7,2011,1,0,0,humboldt
7,2012,5,1,0,humboldt
7,2013,3,0,0,humboldt
7,2014,2,1,0,humboldt
7,2016,1,0,1,humboldt
7,2019,2,1,0,humboldt
7,2020,3,0,0,humboldt
8,2010,1,1,0,humboldt
8,2011,4,0,0,humboldt
8,2013,6,1,0,humboldt
8,2014,2,0,0,humboldt
8,2015,3,0,0,humboldt
8,2017,2,0,0,humboldt
8,2018,0,1,0,humboldt
8,2020,1,0,0,humboldt
9,2010,1,0,0,humboldt
9,2011,3,0,0,humboldt
9,2012,2,2,1,humboldt
9,2013,0,1,0,humboldt
9,2014,1,0,0,humboldt
9,2016,2,0,0,humboldt
9,2017,3,1,0,humboldt
9,2018,1,0,0,humboldt
9,2019,4,0,0,humboldt
10,2010,2,1,0,humboldt
10,2011,1,0,0,humboldt
10,2012,0,2,0,humboldt
10,2013,1,1,0,humboldt
10,2014,0,0,1,humboldt
10,2015,1,0,0,humboldt
10,2016,2,0,0,humboldt
10,2017,1,0,0,humboldt
10,2018,3,0,0,humboldt
10,2019,1,2,0,humboldt
11,2010,1,0,0,humboldt
11,2011,1,0,0,humboldt
11,2013,1,1,0,humboldt
11,2014,3,0,0,humboldt
11,2015,1,0,0,humboldt
11,2016,3,1,0,humboldt
11,2017,4,0,0,humboldt
11,2018,1,0,0,humboldt
12,2010,4,1,0,humboldt
12,2011,1,0,0,humboldt
12,2012,2,1,0,humboldt
12,2015,4,0,0,humboldt
12,2016,2,0,1,humboldt
12,2017,4,0,0,humboldt
12,2018,3,1,0,humboldt
12,2019,1,1,0,humboldt
1,2010,5,3,0,imperial
1,2011,3,4,0,imperial
1,2012,1,0,0,imperial
1,2013,1,0,0,imperial
1,2014,2,0,0,imperial
1,2015,1,1,0,imperial
1,2017,10,2,0,imperial
1,2018,3,1,0,imperial
1,2019,3,6,0,imperial
1,2020,1,0,0,imperial
2,2010,1,2,0,imperial
2,2011,1,1,0,imperial
2,2012,8,5,0,imperial
2,2013,1,1,0,imperial
2,2016,1,0,0,imperial
2,2018,4,0,0,imperial
2,2020,1,0,0,imperial
3,2010,4,2,0,imperial
3,2011,1,1,0,imperial
3,2012,2,2,0,imperial
3,2013,2,1,0,imperial
3,2014,5,1,0,imperial
3,2015,3,0,0,imperial
3,2017,2,2,0,imperial
3,2018,1,1,0,imperial
3,2019,1,0,0,imperial
3,2020,4,2,0,imperial
4,2010,312,116,11,imperial
4,2011,6,0,0,imperial
4,2012,2,1,0,imperial
4,2013,3,0,0,imperial
4,2014,1,1,0,imperial
4,2015,3,0,0,imperial
4,2016,1,1,0,imperial
4,2017,2,0,0,imperial
4,2018,1,0,0,imperial
4,2019,1,1,0,imperial
5,2010,77,26,6,imperial
5,2011,2,1,0,imperial
5,2012,2,0,0,imperial
5,2013,2,1,0,imperial
5,2015,6,2,1,imperial
5,2016,6,0,0,imperial
5,2017,3,0,0,imperial
5,2018,5,7,0,imperial
5,2019,2,1,0,imperial
5,2020,5,5,1,imperial
6,2010,113,54,5,imperial
6,2011,2,1,0,imperial
6,2012,2,1,0,imperial
6,2013,4,3,0,imperial
6,2014,3,1,0,imperial
6,2016,3,2,0,imperial
6,2017,0,2,0,imperial
6,2018,4,1,0,imperial
6,2019,1,0,0,imperial
6,2020,4,2,0,imperial
7,2010,14,3,0,imperial
7,2011,6,0,0,imperial
7,2013,0,0,0,imperial
7,2014,2,3,0,imperial
7,2015,6,1,0,imperial
7,2016,3,1,0,imperial
7,2017,2,2,0,imperial
7,2018,1,0,0,imperial
7,2019,2,0,0,imperial
7,2020,3,0,0,imperial
8,2010,1,6,0,imperial
8,2011,2,0,0,imperial
8,2012,59,35,10,imperial
8,2013,2,1,0,imperial
8,2014,2,0,0,imperial
8,2016,0,1,0,imperial
8,2017,7,1,0,imperial
8,2018,1,0,0,imperial
8,2020,15,12,1,imperial
9,2010,9,2,0,imperial
9,2012,5,2,0,imperial
9,2013,1,1,0,imperial
9,2014,2,0,0,imperial
9,2015,3,1,0,imperial
9,2016,28,13,3,imperial
9,2017,3,2,0,imperial
9,2018,1,0,0,imperial
9,2019,1,2,0,imperial
10,2010,6,2,0,imperial
10,2011,3,0,0,imperial
10,2012,2,0,0,imperial
10,2013,10,1,0,imperial
10,2014,1,0,0,imperial
10,2015,0,0,0,imperial
10,2016,5,4,0,imperial
10,2017,3,1,0,imperial
10,2018,6,0,0,imperial
10,2019,3,0,0,imperial
11,2010,1,0,1,imperial
11,2011,0,1,0,imperial
11,2012,4,0,0,imperial
11,2013,1,0,0,imperial
11,2014,1,1,0,imperial
11,2015,2,0,0,imperial
11,2016,11,1,0,imperial
11,2017,1,0,0,imperial
11,2018,2,2,0,imperial
11,2019,8,5,0,imperial
12,2010,7,10,2,imperial
12,2011,2,0,0,imperial
12,2012,3,1,0,imperial
12,2013,2,0,0,imperial
12,2014,4,1,1,imperial
12,2015,5,1,0,imperial
12,2016,11,6,0,imperial
12,2019,1,0,0,imperial
1,2010,14,7,1,inyo
1,2011,2,0,0,inyo
1,2012,2,1,0,inyo
1,2013,1,1,0,inyo
1,2014,0,1,0,inyo
1,2015,3,0,0,inyo
1,2016,0,1,0,inyo
1,2017,2,0,0,inyo
1,2018,1,1,0,inyo
1,2019,4,0,0,inyo
1,2020,6,0,0,inyo
2,2010,11,5,0,inyo
2,2011,2,1,0,inyo
2,2012,6,0,0,inyo
2,2013,4,0,0,inyo
2,2015,5,1,0,inyo
2,2016,9,2,2,inyo
2,2018,1,2,0,inyo
2,2019,1,0,0,inyo
2,2020,6,4,0,inyo
3,2010,11,6,0,inyo
3,2011,3,3,0,inyo
3,2012,3,0,0,inyo
3,2013,2,0,1,inyo
3,2014,11,5,1,inyo
3,2015,3,0,0,inyo
3,2016,4,0,0,inyo
3,2017,1,0,0,inyo
3,2018,4,0,0,inyo
3,2019,4,1,0,inyo
3,2020,9,5,1,inyo
4,2010,4,0,0,inyo
4,2011,2,2,0,inyo
4,2012,1,0,0,inyo
4,2013,7,0,0,inyo
4,2014,1,0,0,inyo
4,2015,4,1,0,inyo
4,2016,0,1,0,inyo
4,2017,5,0,0,inyo
4,2018,1,0,0,inyo
4,2019,8,3,0,inyo
4,2020,7,4,0,inyo
5,2010,2,2,0,inyo
5,2011,3,3,1,inyo
5,2012,1,2,0,inyo
5,2013,1,1,0,inyo
5,2014,2,0,0,inyo
5,2015,6,0,0,inyo
5,2016,1,1,0,inyo
5,2017,0,2,0,inyo
5,2019,11,1,0,inyo
5,2020,8,4,0,inyo
6,2010,1,0,0,inyo
6,2011,0,1,0,inyo
6,2012,2,0,0,inyo
6,2013,2,1,0,inyo
6,2014,4,1,0,inyo
6,2015,3,4,0,inyo
6,2016,2,0,0,inyo
6,2017,2,1,0,inyo
6,2018,1,0,0,inyo
6,2019,3,1,0,inyo
6,2020,42,23,4,inyo
7,2010,2,1,0,inyo
7,2011,4,0,0,inyo
7,2012,3,0,0,inyo
7,2013,1,0,0,inyo
7,2014,5,4,0,inyo
7,2015,3,0,0,inyo
7,2016,0,1,0,inyo
7,2017,1,0,0,inyo
7,2018,1,0,1,inyo
7,2019,670,404,41,inyo
7,2020,12,3,0,inyo
8,2010,1,0,0,inyo
8,2011,2,1,0,inyo
8,2012,4,3,0,inyo
8,2013,2,2,0,inyo
8,2014,3,1,0,inyo
8,2015,2,0,0,inyo
8,2016,1,1,0,inyo
8,2017,4,0,1,inyo
8,2019,59,19,2,inyo
8,2020,8,1,1,inyo
9,2010,5,1,0,inyo
9,2011,3,2,0,inyo
9,2012,1,1,0,inyo
9,2013,3,1,0,inyo
9,2014,0,1,0,inyo
9,2015,1,0,0,inyo
9,2016,0,2,0,inyo
9,2017,2,2,0,inyo
9,2019,15,6,0,inyo
10,2010,11,0,0,inyo
10,2011,3,1,0,inyo
10,2012,3,1,0,inyo
10,2013,4,1,0,inyo
10,2014,0,1,0,inyo
10,2015,1,0,0,inyo
10,2016,1,0,0,inyo
10,2018,0,2,0,inyo
10,2019,8,1,0,inyo
11,2010,2,1,0,inyo
11,2012,6,1,0,inyo
11,2013,2,0,0,inyo
11,2014,3,0,0,inyo
11,2015,1,0,0,inyo
11,2016,4,0,0,inyo
11,2017,3,0,0,inyo
11,2018,2,0,0,inyo
11,2019,13,4,0,inyo
12,2010,4,1,0,inyo
12,2012,6,1,0,inyo
12,2013,8,4,1,inyo
12,2014,2,2,0,inyo
12,2015,4,2,0,inyo
12,2017,2,0,0,inyo
12,2018,2,2,0,inyo
12,2019,17,3,0,inyo
1,2011,0,1,0,kern
1,2013,1,1,0,kern
1,2014,1,1,0,kern
1,2015,3,0,0,kern
1,2016,3,2,0,kern
1,2017,1,0,0,kern
1,2018,1,0,0,kern
1,2019,1,1,0,kern
1,2020,6,1,0,kern
2,2010,2,0,0,kern
2,2011,1,0,0,kern
2,2012,1,0,0,kern
2,2014,2,2,0,kern
2,2015,1,0,0,kern
2,2016,4,3,1,kern
2,2018,1,0,0,kern
2,2019,0,1,0,kern
2,2020,1,1,0,kern
3,2010,4,0,0,kern
3,2011,2,1,0,kern
3,2014,2,0,0,kern
3,2015,1,1,0,kern
3,2016,3,1,0,kern
3,2018,0,1,0,kern
3,2020,2,0,0,kern
4,2010,1,0,0,kern
4,2011,2,0,0,kern
4,2012,1,1,0,kern
4,2013,0,1,0,kern
4,2014,2,1,1,kern
4,2015,2,0,0,kern
4,2016,1,0,0,kern
4,2017,1,1,0,kern
4,2018,0,2,0,kern
4,2019,2,1,0,kern
4,2020,2,1,0,kern
5,2010,3,1,1,kern
5,2011,1,0,0,kern
5,2012,0,1,0,kern
5,2013,0,1,0,kern
5,2014,1,1,0,kern
5,2015,0,1,0,kern
5,2016,1,0,0,kern
5,2017,0,1,0,kern
5,2018,2,0,0,kern
5,2019,1,0,0,kern
5,2020,3,1,0,kern
6,2010,4,2,0,kern
6,2013,1,0,0,kern
6,2014,1,3,0,kern
6,2015,2,1,0,kern
6,2016,1,0,0,kern
6,2017,2,1,0,kern
6,2018,2,0,0,kern
6,2019,0,1,0,kern
6,2020,3,0,0,kern
7,2010,1,1,0,kern
7,2011,0,1,0,kern
7,2013,4,1,1,kern
7,2014,3,0,0,kern
7,2016,2,0,0,kern
7,2017,3,2,0,kern
7,2018,4,0,0,kern
7,2019,16,10,0,kern
7,2020,0,1,0,kern
8,2011,0,0,0,kern
8,2012,6,0,0,kern
8,2013,4,2,1,kern
8,2014,1,1,0,kern
8,2015,2,0,0,kern
8,2016,1,0,0,kern
8,2017,1,0,0,kern
8,2018,1,0,0,kern
8,2019,3,0,0,kern
8,2020,1,0,0,kern
9,2011,1,0,0,kern
9,2012,1,0,0,kern
9,2013,1,0,0,kern
9,2014,0,1,0,kern
9,2015,2,0,0,kern
9,2016,1,0,0,kern
9,2017,0,1,0,kern
9,2018,1,1,0,kern
9,2019,2,0,0,kern
10,2010,0,1,0,kern
10,2011,1,1,0,kern
10,2012,2,0,0,kern
10,2013,0,1,0,kern
10,2016,2,0,0,kern
10,2018,0,0,0,kern
10,2019,1,0,0,kern
11,2010,1,0,0,kern
11,2011,2,0,1,kern
11,2012,1,0,0,kern
11,2013,2,0,0,kern
11,2015,2,0,0,kern
11,2016,4,0,0,kern
11,2017,3,1,0,kern
11,2018,1,0,0,kern
12,2012,1,0,0,kern
12,2013,1,0,0,kern
12,2016,1,0,0,kern
12,2018,1,0,0,kern
12,2019,2,0,0,kern
1,2011,1,0,0,kings
1,2013,1,0,0,kings
1,2018,3,0,0,kings
2,2018,1,1,0,kings
2,2019,1,0,0,kings
3,2011,1,0,0,kings
3,2016,1,0,0,kings
3,2017,1,1,0,kings
4,2014,1,0,0,kings
4,2015,1,0,0,kings
5,2013,1,0,0,kings
5,2016,1,0,0,kings
6,2013,1,0,0,kings
6,2014,7,3,0,kings
6,2016,1,0,0,kings
7,2014,4,0,0,kings
7,2017,1,0,0,kings
7,2019,0,0,0,kings
8,2010,1,0,0,kings
8,2011,1,0,0,kings
8,2013,2,0,0,kings
8,2014,2,0,0,kings
8,2015,1,0,0,kings
8,2018,1,0,0,kings
8,2019,2,0,0,kings
9,2012,2,0,0,kings
9,2014,1,0,0,kings
9,2016,1,1,0,kings
10,2010,1,0,0,kings
10,2011,1,1,0,kings
10,2014,1,0,0,kings
10,2015,1,0,0,kings
10,2019,0,0,0,kings
11,2017,1,0,0,kings
11,2019,1,1,0,kings
12,2013,3,0,0,kings
12,2014,3,0,0,kings
12,2016,2,0,0,kings
12,2017,2,0,0,kings
12,2019,4,0,0,kings
1,2010,4,0,0,lake
1,2011,1,0,0,lake
1,2012,2,1,0,lake
1,2013,4,0,0,lake
1,2014,4,1,0,lake
1,2016,1,0,0,lake
1,2017,1,0,0,lake
1,2018,3,0,1,lake
2,2011,4,0,2,lake
2,2012,1,0,1,lake
2,2013,1,0,0,lake
2,2014,1,0,0,lake
2,2016,1,0,0,lake
2,2017,0,0,1,lake
2,2019,2,0,0,lake
2,2020,2,1,0,lake
3,2010,2,1,0,lake
3,2011,3,1,0,lake
3,2012,2,1,0,lake
3,2013,3,0,0,lake
3,2014,1,0,0,lake
3,2015,1,0,0,lake
3,2016,3,1,0,lake
3,2017,2,0,0,lake
3,2018,1,0,0,lake
3,2019,0,0,0,lake
4,2010,0,1,0,lake
4,2011,3,0,0,lake
4,2012,1,0,0,lake
4,2013,2,0,0,lake
4,2014,1,1,0,lake
4,2015,5,3,0,lake
4,2017,2,1,0,lake
4,2018,1,1,0,lake
4,2019,2,0,0,lake
5,2010,0,0,0,lake
5,2011,2,2,0,lake
5,2012,3,0,0,lake
5,2014,2,0,0,lake
5,2015,1,0,0,lake
5,2016,1,0,0,lake
5,2017,2,0,0,lake
5,2018,1,0,0,lake
6,2010,1,0,0,lake
6,2011,2,0,0,lake
6,2012,1,0,0,lake
6,2013,0,1,0,lake
6,2015,2,0,0,lake
6,2016,3,1,0,lake
6,2017,1,0,0,lake
6,2018,2,0,0,lake
6,2020,3,0,0,lake
7,2010,2,0,0,lake
7,2011,2,0,0,lake
7,2012,1,0,0,lake
7,2013,1,0,0,lake
7,2014,1,0,0,lake
7,2015,2,0,0,lake
7,2016,1,0,0,lake
7,2018,1,0,0,lake
7,2019,1,0,0,lake
7,2020,1,0,0,lake
8,2010,0,2,0,lake
8,2011,3,1,0,lake
8,2012,1,1,0,lake
8,2013,1,2,0,lake
8,2014,2,0,0,lake
8,2015,3,1,0,lake
8,2016,3,0,1,lake
8,2017,1,0,0,lake
8,2018,2,0,0,lake
8,2019,2,1,0,lake
9,2010,2,0,0,lake
9,2011,1,0,0,lake
9,2012,1,1,0,lake
9,2013,1,1,0,lake
9,2014,1,0,0,lake
9,2015,3,1,0,lake
9,2016,2,0,0,lake
9,2017,2,0,0,lake
9,2018,1,0,0,lake
10,2010,1,1,0,lake
10,2011,2,0,0,lake
10,2013,2,0,0,lake
10,2014,1,0,0,lake
10,2015,1,0,0,lake
10,2016,2,0,0,lake
10,2017,3,0,0,lake
10,2018,1,0,0,lake
10,2019,2,0,0,lake
11,2010,1,0,0,lake
11,2012,3,0,0,lake
11,2013,2,0,0,lake
11,2014,2,0,0,lake
11,2015,2,0,0,lake
11,2016,1,1,0,lake
11,2019,1,0,0,lake
12,2010,0,1,0,lake
12,2011,3,0,0,lake
12,2012,1,0,0,lake
12,2013,3,0,0,lake
12,2014,1,0,0,lake
12,2015,1,0,0,lake
12,2016,2,0,0,lake
12,2018,2,0,0,lake
12,2019,0,1,0,lake
2,2010,1,0,0,lassen
3,2011,1,2,0,lassen
3,2017,2,0,0,lassen
4,2019,1,0,0,lassen
5,2016,1,0,0,lassen
7,2012,1,0,0,lassen
7,2013,1,0,0,lassen
8,2016,2,3,1,lassen
9,2014,1,0,0,lassen
9,2017,1,0,0,lassen
10,2016,1,0,0,lassen
11,2018,1,0,0,lassen
12,2017,2,0,0,lassen
1,2012,2,0,0,los angeles
1,2014,1,0,0,los angeles
1,2015,1,1,1,los angeles
1,2016,1,0,0,los angeles
1,2017,1,0,0,los angeles
1,2019,4,0,0,los angeles
1,2020,0,1,0,los angeles
2,2012,1,0,0,los angeles
2,2013,1,0,0,los angeles
2,2014,1,0,0,los angeles
2,2016,1,0,0,los angeles
2,2017,1,0,0,los angeles
2,2018,1,0,0,los angeles
2,2019,4,2,0,los angeles
2,2020,0,1,0,los angeles
3,2010,0,0,1,los angeles
3,2011,0,1,0,los angeles
3,2012,0,0,0,los angeles
3,2013,1,0,0,los angeles
3,2014,5,2,2,los angeles
3,2016,2,0,0,los angeles
3,2017,1,0,0,los angeles
3,2019,3,0,0,los angeles
4,2010,1,0,0,los angeles
4,2013,2,1,0,los angeles
4,2014,0,0,0,los angeles
4,2015,2,3,0,los angeles
4,2016,4,1,0,los angeles
4,2018,1,0,0,los angeles
4,2019,1,0,0,los angeles
4,2020,0,1,0,los angeles
5,2010,3,0,0,los angeles
5,2011,2,0,0,los angeles
