county_raw,year,state,total_homeless_count,shared_obs,homeless_count_calc,county
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2010,CA,336,7,48,del norte
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,siskiyou
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2012,CA,524,7,75,del norte
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,siskiyou
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2015,CA,591,7,84,del norte
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,siskiyou
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2009,CA,340,7,49,del norte
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,siskiyou
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2007,CA,296,7,42,del norte
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,siskiyou
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,lassen
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,plumas
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,modoc
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,sierra
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,shasta
"Redding/Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",2013,CA,851,7,122,del norte
Richmond/Contra Costa County CoC,2010,CA,2759,1,2759,contra costa
Richmond/Contra Costa County CoC,2014,CA,2009,1,2009,contra costa
Richmond/Contra Costa County CoC,2009,CA,2759,1,2759,contra costa
Richmond/Contra Costa County CoC,2015,CA,2031,1,2031,contra costa
Richmond/Contra Costa County CoC,2008,CA,4062,1,4062,contra costa
Richmond/Contra Costa County CoC,2011,CA,2415,1,2415,contra costa
Richmond/Contra Costa County CoC,2007,CA,4062,1,4062,contra costa
Richmond/Contra Costa County CoC,2013,CA,2000,1,2000,contra costa
Richmond/Contra Costa County CoC,2016,CA,1730,1,1730,contra costa
Richmond/Contra Costa County CoC,2017,CA,1607,1,1607,contra costa
Richmond/Contra Costa County CoC,2012,CA,2386,1,2386,contra costa
Riverside,2013,CA,2978,1,2978,riverside
Riverside,2009,CA,3366,1,3366,riverside
Riverside,2015,CA,2372,1,2372,riverside
Riverside,2007,CA,4508,1,4508,riverside
Riverside,2008,CA,4508,1,4508,riverside
Riverside,2016,CA,2165,1,2165,riverside
Riverside,2012,CA,6096,1,6096,riverside
Riverside,2014,CA,2945,1,2945,riverside
Riverside,2017,CA,2406,1,2406,riverside
Riverside,2011,CA,6203,1,6203,riverside
Riverside,2010,CA,3126,1,3126,riverside
"Roseville/Rocklin/Placer, Nevada Counties CoC",2014,CA,762,2,381,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2014,CA,762,2,381,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2017,CA,979,2,490,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2017,CA,979,2,490,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2010,CA,1054,2,527,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2010,CA,1054,2,527,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2008,CA,587,2,294,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2008,CA,587,2,294,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2015,CA,796,2,398,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2015,CA,796,2,398,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2007,CA,587,2,294,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2007,CA,587,2,294,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2011,CA,821,2,410,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2011,CA,821,2,410,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2016,CA,1021,2,510,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2016,CA,1021,2,510,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2012,CA,742,2,371,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2012,CA,742,2,371,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2009,CA,1054,2,527,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2009,CA,1054,2,527,nevada
"Roseville/Rocklin/Placer, Nevada Counties CoC",2013,CA,908,2,454,placer
"Roseville/Rocklin/Placer, Nevada Counties CoC",2013,CA,908,2,454,nevada
Sacramento,2014,CA,2449,1,2449,sacramento
Sacramento,2013,CA,2538,1,2538,sacramento
Sacramento,2012,CA,2812,1,2812,sacramento
Sacramento,2010,CA,2734,1,2734,sacramento
Sacramento,2008,CA,2615,1,2615,sacramento
Sacramento,2015,CA,2659,1,2659,sacramento
Sacramento,2017,CA,3665,1,3665,sacramento
Sacramento,2016,CA,2500,1,2500,sacramento
Sacramento,2009,CA,2800,1,2800,sacramento
Sacramento,2007,CA,2452,1,2452,sacramento
Sacramento,2011,CA,2376,1,2376,sacramento
"Salinas/Monterey, San Benito Counties CoC",2010,CA,2407,2,1204,san benito
"Salinas/Monterey, San Benito Counties CoC",2010,CA,2407,2,1204,monterey
"Salinas/Monterey, San Benito Counties CoC",2009,CA,2407,2,1204,san benito
"Salinas/Monterey, San Benito Counties CoC",2009,CA,2407,2,1204,monterey
"Salinas/Monterey, San Benito Counties CoC",2014,CA,2962,2,1481,san benito
"Salinas/Monterey, San Benito Counties CoC",2014,CA,2962,2,1481,monterey
"Salinas/Monterey, San Benito Counties CoC",2008,CA,1402,2,701,san benito
"Salinas/Monterey, San Benito Counties CoC",2008,CA,1402,2,701,monterey
"Salinas/Monterey, San Benito Counties CoC",2017,CA,3364,2,1682,san benito
"Salinas/Monterey, San Benito Counties CoC",2017,CA,3364,2,1682,monterey
"Salinas/Monterey, San Benito Counties CoC",2007,CA,1402,2,701,san benito
"Salinas/Monterey, San Benito Counties CoC",2007,CA,1402,2,701,monterey
"Salinas/Monterey, San Benito Counties CoC",2015,CA,2959,2,1480,san benito
"Salinas/Monterey, San Benito Counties CoC",2015,CA,2959,2,1480,monterey
"Salinas/Monterey, San Benito Counties CoC",2012,CA,2673,2,1336,san benito
"Salinas/Monterey, San Benito Counties CoC",2012,CA,2673,2,1336,monterey
"Salinas/Monterey, San Benito Counties CoC",2011,CA,2699,2,1350,san benito
"Salinas/Monterey, San Benito Counties CoC",2011,CA,2699,2,1350,monterey
"Salinas/Monterey, San Benito Counties CoC",2013,CA,2955,2,1478,san benito
"Salinas/Monterey, San Benito Counties CoC",2013,CA,2955,2,1478,monterey
"Salinas/Monterey, San Benito Counties CoC",2016,CA,3022,2,1511,san benito
"Salinas/Monterey, San Benito Counties CoC",2016,CA,3022,2,1511,monterey
San Bernardino,2017,CA,1866,1,1866,san bernardino
San Bernardino,2014,CA,2315,1,2315,san bernardino
San Bernardino,2013,CA,2321,1,2321,san bernardino
San Bernardino,2011,CA,2825,1,2825,san bernardino
San Bernardino,2015,CA,2149,1,2149,san bernardino
San Bernardino,2009,CA,2026,1,2026,san bernardino
San Bernardino,2016,CA,1887,1,1887,san bernardino
San Bernardino,2012,CA,2532,1,2532,san bernardino
San Bernardino,2008,CA,6969,1,6969,san bernardino
San Bernardino,2007,CA,6969,1,6969,san bernardino
San Bernardino,2010,CA,2026,1,2026,san bernardino
San Diego,2013,CA,8879,1,8879,san diego
San Diego,2008,CA,8455,1,8455,san diego
San Diego,2010,CA,8383,1,8383,san diego
San Diego,2009,CA,7995,1,7995,san diego
San Diego,2014,CA,8506,1,8506,san diego
San Diego,2012,CA,10013,1,10013,san diego
San Diego,2015,CA,8742,1,8742,san diego
San Diego,2011,CA,9436,1,9436,san diego
San Diego,2016,CA,8669,1,8669,san diego
San Diego,2017,CA,9160,1,9160,san diego
San Diego,2007,CA,7326,1,7326,san diego
San Francisco CoC,2007,CA,5703,1,5703,san francisco
San Francisco CoC,2010,CA,5823,1,5823,san francisco
San Francisco CoC,2009,CA,5823,1,5823,san francisco
San Francisco CoC,2012,CA,5895,1,5895,san francisco
San Francisco CoC,2016,CA,6996,1,6996,san francisco
San Francisco CoC,2013,CA,7008,1,7008,san francisco
San Francisco CoC,2014,CA,6408,1,6408,san francisco
San Francisco CoC,2015,CA,6775,1,6775,san francisco
San Francisco CoC,2011,CA,5669,1,5669,san francisco
San Francisco CoC,2008,CA,5171,1,5171,san francisco
San Francisco CoC,2017,CA,6858,1,6858,san francisco
San Jose/Santa Clara,2007,CA,7202,1,7202,santa clara
San Jose/Santa Clara,2010,CA,7086,1,7086,santa clara
San Jose/Santa Clara,2011,CA,7067,1,7067,santa clara
San Jose/Santa Clara,2017,CA,7394,1,7394,santa clara
San Jose/Santa Clara,2015,CA,6556,1,6556,santa clara
San Jose/Santa Clara,2012,CA,7053,1,7053,santa clara
San Jose/Santa Clara,2016,CA,6524,1,6524,santa clara
San Jose/Santa Clara,2014,CA,7567,1,7567,santa clara
San Jose/Santa Clara,2009,CA,7086,1,7086,santa clara
San Jose/Santa Clara,2013,CA,7631,1,7631,santa clara
San Jose/Santa Clara,2008,CA,7202,1,7202,santa clara
San Luis Obispo County CoC,2009,CA,3829,1,3829,san luis obispo
San Luis Obispo County CoC,2016,CA,1368,1,1368,san luis obispo
San Luis Obispo County CoC,2007,CA,2408,1,2408,san luis obispo
San Luis Obispo County CoC,2008,CA,850,1,850,san luis obispo
San Luis Obispo County CoC,2014,CA,2366,1,2366,san luis obispo
San Luis Obispo County CoC,2013,CA,2357,1,2357,san luis obispo
San Luis Obispo County CoC,2010,CA,3829,1,3829,san luis obispo
San Luis Obispo County CoC,2011,CA,2129,1,2129,san luis obispo
San Luis Obispo County CoC,2015,CA,1515,1,1515,san luis obispo
San Luis Obispo County CoC,2012,CA,2129,1,2129,san luis obispo
San Luis Obispo County CoC,2017,CA,1125,1,1125,san luis obispo
Santa Ana/Anaheim/Orange County CoC,2012,CA,7010,1,7010,orange
Santa Ana/Anaheim/Orange County CoC,2016,CA,4319,1,4319,orange
Santa Ana/Anaheim/Orange County CoC,2017,CA,4792,1,4792,orange
Santa Ana/Anaheim/Orange County CoC,2008,CA,3649,1,3649,orange
Santa Ana/Anaheim/Orange County CoC,2013,CA,4251,1,4251,orange
Santa Ana/Anaheim/Orange County CoC,2011,CA,6939,1,6939,orange
Santa Ana/Anaheim/Orange County CoC,2015,CA,4452,1,4452,orange
Santa Ana/Anaheim/Orange County CoC,2007,CA,3649,1,3649,orange
Santa Ana/Anaheim/Orange County CoC,2014,CA,3833,1,3833,orange
Santa Ana/Anaheim/Orange County CoC,2009,CA,8333,1,8333,orange
Santa Ana/Anaheim/Orange County CoC,2010,CA,8333,1,8333,orange
Santa Maria/Santa Barbara County CoC,2017,CA,1860,1,1860,santa barbara
Santa Maria/Santa Barbara County CoC,2016,CA,1813,1,1813,santa barbara
Santa Maria/Santa Barbara County CoC,2007,CA,4253,1,4253,santa barbara
Santa Maria/Santa Barbara County CoC,2015,CA,1729,1,1729,santa barbara
Santa Maria/Santa Barbara County CoC,2013,CA,1882,1,1882,santa barbara
Santa Maria/Santa Barbara County CoC,2009,CA,4121,1,4121,santa barbara
Santa Maria/Santa Barbara County CoC,2010,CA,4121,1,4121,santa barbara
Santa Maria/Santa Barbara County CoC,2014,CA,1832,1,1832,santa barbara
Santa Maria/Santa Barbara County CoC,2008,CA,4253,1,4253,santa barbara
Santa Maria/Santa Barbara County CoC,2011,CA,1698,1,1698,santa barbara
Santa Maria/Santa Barbara County CoC,2012,CA,1546,1,1546,santa barbara
Santa Rosa/Petaluma/Sonoma County CoC,2017,CA,2835,1,2835,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2009,CA,3247,1,3247,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2010,CA,3345,1,3345,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2008,CA,1314,1,1314,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2007,CA,1314,1,1314,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2012,CA,4483,1,4483,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2016,CA,2906,1,2906,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2014,CA,4266,1,4266,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2013,CA,4280,1,4280,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2015,CA,3097,1,3097,sonoma
Santa Rosa/Petaluma/Sonoma County CoC,2011,CA,4541,1,4541,sonoma
Stockton/San Joaquin County CoC,2014,CA,1588,1,1588,san joaquin
Stockton/San Joaquin County CoC,2007,CA,2479,1,2479,san joaquin
Stockton/San Joaquin County CoC,2013,CA,1541,1,1541,san joaquin
Stockton/San Joaquin County CoC,2010,CA,3005,1,3005,san joaquin
Stockton/San Joaquin County CoC,2009,CA,3005,1,3005,san joaquin
Stockton/San Joaquin County CoC,2011,CA,2540,1,2540,san joaquin
Stockton/San Joaquin County CoC,2008,CA,2354,1,2354,san joaquin
Stockton/San Joaquin County CoC,2012,CA,1569,1,1569,san joaquin
Stockton/San Joaquin County CoC,2016,CA,1780,1,1780,san joaquin
Stockton/San Joaquin County CoC,2017,CA,1542,1,1542,san joaquin
Stockton/San Joaquin County CoC,2015,CA,1708,1,1708,san joaquin
Tehama County CoC,2016,CA,133,1,133,tehama
Tehama County CoC,2017,CA,124,1,124,tehama
Tehama County CoC,2015,CA,138,1,138,tehama
Turlock/Modesto/Stanislaus County CoC,2007,CA,1593,1,1593,stanislaus
Turlock/Modesto/Stanislaus County CoC,2012,CA,1470,1,1470,stanislaus
Turlock/Modesto/Stanislaus County CoC,2008,CA,1593,1,1593,stanislaus
Turlock/Modesto/Stanislaus County CoC,2013,CA,1201,1,1201,stanislaus
Turlock/Modesto/Stanislaus County CoC,2015,CA,1408,1,1408,stanislaus
Turlock/Modesto/Stanislaus County CoC,2009,CA,1800,1,1800,stanislaus
Turlock/Modesto/Stanislaus County CoC,2014,CA,1156,1,1156,stanislaus
Turlock/Modesto/Stanislaus County CoC,2010,CA,1800,1,1800,stanislaus
Turlock/Modesto/Stanislaus County CoC,2016,CA,1434,1,1434,stanislaus
Turlock/Modesto/Stanislaus County CoC,2011,CA,1434,1,1434,stanislaus
Turlock/Modesto/Stanislaus County CoC,2017,CA,1661,1,1661,stanislaus
Vallejo/Solano County CoC,2015,CA,1082,1,1082,solano
Vallejo/Solano County CoC,2016,CA,1118,1,1118,solano
Vallejo/Solano County CoC,2009,CA,829,1,829,solano
Vallejo/Solano County CoC,2012,CA,622,1,622,solano
Vallejo/Solano County CoC,2010,CA,829,1,829,solano
Vallejo/Solano County CoC,2017,CA,1232,1,1232,solano
Vallejo/Solano County CoC,2013,CA,1329,1,1329,solano
Vallejo/Solano County CoC,2008,CA,1956,1,1956,solano
Vallejo/Solano County CoC,2007,CA,1956,1,1956,solano
Vallejo/Solano County CoC,2011,CA,569,1,569,solano
Vallejo/Solano County CoC,2014,CA,1295,1,1295,solano
"Visalia, Kings, Tulare Counties CoC",2014,CA,763,2,382,tulare
"Visalia, Kings, Tulare Counties CoC",2014,CA,763,2,382,kings
"Visalia, Kings, Tulare Counties CoC",2009,CA,966,2,483,tulare
"Visalia, Kings, Tulare Counties CoC",2009,CA,966,2,483,kings
"Visalia, Kings, Tulare Counties CoC",2015,CA,862,2,431,tulare
"Visalia, Kings, Tulare Counties CoC",2015,CA,862,2,431,kings
"Visalia, Kings, Tulare Counties CoC",2008,CA,1040,2,520,tulare
"Visalia, Kings, Tulare Counties CoC",2008,CA,1040,2,520,kings
"Visalia, Kings, Tulare Counties CoC",2010,CA,966,2,483,tulare
"Visalia, Kings, Tulare Counties CoC",2010,CA,966,2,483,kings
"Visalia, Kings, Tulare Counties CoC",2013,CA,705,2,352,tulare
"Visalia, Kings, Tulare Counties CoC",2013,CA,705,2,352,kings
"Visalia, Kings, Tulare Counties CoC",2016,CA,792,2,396,tulare
"Visalia, Kings, Tulare Counties CoC",2016,CA,792,2,396,kings
"Visalia, Kings, Tulare Counties CoC",2007,CA,1106,2,553,tulare
"Visalia, Kings, Tulare Counties CoC",2007,CA,1106,2,553,kings
"Visalia, Kings, Tulare Counties CoC",2011,CA,804,2,402,tulare
"Visalia, Kings, Tulare Counties CoC",2011,CA,804,2,402,kings
"Visalia, Kings, Tulare Counties CoC",2012,CA,771,2,386,tulare
"Visalia, Kings, Tulare Counties CoC",2012,CA,771,2,386,kings
"Visalia, Kings, Tulare Counties CoC",2017,CA,853,2,426,tulare
"Visalia, Kings, Tulare Counties CoC",2017,CA,853,2,426,kings
Watsonville/Santa Cruz,2009,CA,2265,1,2265,santa cruz
Watsonville/Santa Cruz,2007,CA,2789,1,2789,santa cruz
Watsonville/Santa Cruz,2010,CA,2265,1,2265,santa cruz
Watsonville/Santa Cruz,2011,CA,2771,1,2771,santa cruz
Watsonville/Santa Cruz,2013,CA,3536,1,3536,santa cruz
Watsonville/Santa Cruz,2015,CA,1964,1,1964,santa cruz
Watsonville/Santa Cruz,2016,CA,1959,1,1959,santa cruz
Watsonville/Santa Cruz,2012,CA,2735,1,2735,santa cruz
Watsonville/Santa Cruz,2008,CA,2789,1,2789,santa cruz
Watsonville/Santa Cruz,2014,CA,3529,1,3529,santa cruz
Watsonville/Santa Cruz,2017,CA,2249,1,2249,santa cruz
Yuba,2012,CA,492,1,492,yuba
Yuba,2010,CA,512,1,512,yuba
Yuba,2013,CA,1485,1,1485,yuba
Yuba,2011,CA,649,1,649,yuba
Yuba,2007,CA,362,1,362,yuba
Yuba,2017,CA,760,1,760,yuba
Yuba,2008,CA,594,1,594,yuba
Yuba,2014,CA,726,1,726,yuba
Yuba,2016,CA,702,1,702,yuba
Yuba,2015,CA,716,1,716,yuba
Yuba,2009,CA,411,1,411,yuba
